İlan Oluşturma Tarihi,Net Metrekare,Ilce,Error,Fiyat Durumu,Kategorisi,Binanın Yaşı,Tipi,Tapu Durumu,Türü,Slug,Takas,url,Banyo Sayısı,__source_file,İlan Numarası,Isıtma Tipi,Baslik,Kullanım Durumu,Binanın Kat Sayısı,Fiyat,İlan Güncelleme Tarihi,Oda Sayısı,Site İçerisinde,Bulunduğu Kat,ParseStatus,Lokasyon,Krediye Uygunluk,Brüt Metrekare,Il,Ilce_sayfa,Mahalle,Yakin_Ulasim_Min_m,Yakin_Egitim_Min_m,Yakin_Market_Min_m,Yakininda_JSON,Ilan_Ozellikleri,Ilan_Ozellik_Sayisi,Bolge_1Y_Deger_Degisimi,Demo_Toplam_Nufus,Demo_Egitim_Durumu,Demo_Ortalama_Yas,Demo_Medeni_Hal,Demo_Sosyo_Ekonomik_Statu,Demo_Hane_Halki_Geliri,Demo_Hane_Halki_Geliri_TL
,66 m²,Polatlı,,Genel Fiyat,Satılık,4,Daire,Kat İrtifakı,Konut,polatli,Yok,https://www.emlakjet.com/ilan/polatli-devlet-hastanesi-karsisi-yatirima-uygun-11-full-yapili-18826672,1,ankara_20-25_ilce_12sayfa.csv,18826672.0,Kombi Doğalgaz,Polatlı Devlet Hastanesi Karşısı Yatırıma Uygun 1+1 Full Yapılı,Kiracı Oturuyor,11.0,Anasayfa>Satılık Daire>Ankara Satılık Daire>Polatlı Satılık Daire>İstiklal Mahallesi Satılık Daire>POLATLI DEVLET HASTANESİ KARŞISI YATIRIMA UYGUN 1+1 FULL YAPILI,14 Nisan 2026,1+1,Evet,11.Kat,OK,Ankara - Polatlı - İstiklal Mahallesi,Krediye Uygun Değil,75 m²,Ankara,Polatlı,İstiklal Mahallesi,138.0,138.0,138.0,"{""Ulaşım"":[{""name"":""Hastane Taksi Durağı"",""distance_m"":138},{""name"":""Otobüs Durağı"",""distance_m"":257},{""name"":""53021 Nolu Otobüs Durağı"",""distance_m"":349},{""name"":""Mehmet Akif Ersoy İlkokulu"",""distance_m"":1600},{""name"":""Mehmet Akif Ersoy Ortaokulu"",""distance_m"":1600},{""name"":""İnönü Ortaokulu"",""distance_m"":1700},{""name"":""Bim"",""distance_m"":1100},{""name"":""A - 101 - Kartaltepe Şubesi"",""distance_m"":1200}],""Eğitim Kurumları"":[{""name"":""Hastane Taksi Durağı"",""distance_m"":138},{""name"":""Otobüs Durağı"",""distance_m"":257},{""name"":""53021 Nolu Otobüs Durağı"",""distance_m"":349},{""name"":""Mehmet Akif Ersoy İlkokulu"",""distance_m"":1600},{""name"":""Mehmet Akif Ersoy Ortaokulu"",""distance_m"":1600},{""name"":""İnönü Ortaokulu"",""distance_m"":1700},{""name"":""Bim"",""distance_m"":1100},{""name"":""A - 101 - Kartaltepe Şubesi"",""distance_m"":1200}],""Marketler"":[{""name"":""Hastane Taksi Durağı"",""distance_m"":138},{""name"":""Otobüs Durağı"",""distance_m"":257},{""name"":""53021 Nolu Otobüs Durağı"",""distance_m"":349},{""name"":""Mehmet Akif Ersoy İlkokulu"",""distance_m"":1600},{""name"":""Mehmet Akif Ersoy Ortaokulu"",""distance_m"":1600},{""name"":""İnönü Ortaokulu"",""distance_m"":1700},{""name"":""Bim"",""distance_m"":1100},{""name"":""A - 101 - Kartaltepe Şubesi"",""distance_m"":1200}]}",ADSL|Wi-Fi|Alaturka Tuvalet|Çelik Kapı|Isı Yalıtımı|Apartman Görevlisi|Kamera Sistemi|Alüminyum Doğrama|Isıcam|Yangın Merdiveni|Su Deposu|Ses Yalıtımı|Alışveriş Merkezi|Anayol|Dolmuş,15.0,30.0,6.750 - Az yoğun,%25 Üniversite ve Üstü,29,%50 Evli,C,,
,170 m²,Polatlı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat Mülkiyeti,Konut,polatli,Var,https://www.emlakjet.com/ilan/yildirim-emlak-tan-sehitlikte-ultra-lux-hesapli-41-sifir-daire-18826549,2,ankara_20-25_ilce_12sayfa.csv,18826549.0,Kombi Doğalgaz,Yıldırım Emlak'tan Şehitlikte Ultra Lux Hesaplı 4+1 Sıfır Daıre,Boş,13.0,Anasayfa>Satılık Daire>Ankara Satılık Daire>Polatlı Satılık Daire>Şehitlik Mahallesi Satılık Daire>YILDIRIM EMLAK'TAN ŞEHİTLİKTE ULTRA LUX HESAPLI 4+1 SIFIR DAIRE,14 Nisan 2026,4+1,Hayır,2.Kat,OK,Ankara - Polatlı - Şehitlik Mahallesi,Krediye Uygun,190 m²,Ankara,Polatlı,Şehitlik Mahallesi,153.0,153.0,153.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":153},{""name"":""Otobüs Durağı"",""distance_m"":255},{""name"":""Otobüs Durağı"",""distance_m"":269},{""name"":""Özel Işın Yaman Anadolu Lisesi"",""distance_m"":394},{""name"":""Özel Polatlı Işın Yaman İlkokulu"",""distance_m"":458},{""name"":""Özel Polatlı Işın Yaman Ortaokulu"",""distance_m"":462},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":809},{""name"":""Bim - Üçpınar Şubesi"",""distance_m"":814}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":153},{""name"":""Otobüs Durağı"",""distance_m"":255},{""name"":""Otobüs Durağı"",""distance_m"":269},{""name"":""Özel Işın Yaman Anadolu Lisesi"",""distance_m"":394},{""name"":""Özel Polatlı Işın Yaman İlkokulu"",""distance_m"":458},{""name"":""Özel Polatlı Işın Yaman Ortaokulu"",""distance_m"":462},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":809},{""name"":""Bim - Üçpınar Şubesi"",""distance_m"":814}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":153},{""name"":""Otobüs Durağı"",""distance_m"":255},{""name"":""Otobüs Durağı"",""distance_m"":269},{""name"":""Özel Işın Yaman Anadolu Lisesi"",""distance_m"":394},{""name"":""Özel Polatlı Işın Yaman İlkokulu"",""distance_m"":458},{""name"":""Özel Polatlı Işın Yaman Ortaokulu"",""distance_m"":462},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":809},{""name"":""Bim - Üçpınar Şubesi"",""distance_m"":814}]}",Alaturka Tuvalet|Gömme Dolap|Seramik Zemin|Giyinme Odası|Çelik Kapı|Vestiyer|Duvar Kağıdı|Kartonpiyer|Kiler|PVC Doğrama|Isı Yalıtımı|Apartman Görevlisi|Isıcam|Su Deposu|Ses Yalıtımı|Dolmuş,16.0,19.0,26.751 - Çok yoğun,%24 Üniversite ve Üstü,33,%50 Evli,C,,
,125 m²,Polatlı,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat Mülkiyeti,Konut,polatli,Yok,https://www.emlakjet.com/ilan/yildirim-emlak-tan-fatihte-site-ici-komple-yenilenmis-daire-18826547,1,ankara_20-25_ilce_12sayfa.csv,18826547.0,Kombi Doğalgaz,Yıldırım Emlak'tan Fatihte Site İçi Komple Yenilenmiş Daire,Boş,4.0,2.390.000 TL,14 Nisan 2026,3+1,Evet,Yüksek Giriş,OK,Ankara - Polatlı - Fatih Mahallesi,Krediye Uygun,140 m²,Ankara,Polatlı,Fatih Mahallesi,107.0,107.0,107.0,"{""Ulaşım"":[{""name"":""53031 Nolu Otobüs Durağı"",""distance_m"":107},{""name"":""Otobüs Durağı"",""distance_m"":119},{""name"":""Otobüs Durağı"",""distance_m"":175},{""name"":""Polatlı Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":133},{""name"":""Polatlı Şehit Abdullah Erkmen İlkokulu"",""distance_m"":143},{""name"":""Polatlı Anadolu Lisesi"",""distance_m"":156},{""name"":""Şok - Polatlı Ziya Gökalp Mağazası"",""distance_m"":130},{""name"":""Bim - Fatih Polatlı"",""distance_m"":164}],""Eğitim Kurumları"":[{""name"":""53031 Nolu Otobüs Durağı"",""distance_m"":107},{""name"":""Otobüs Durağı"",""distance_m"":119},{""name"":""Otobüs Durağı"",""distance_m"":175},{""name"":""Polatlı Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":133},{""name"":""Polatlı Şehit Abdullah Erkmen İlkokulu"",""distance_m"":143},{""name"":""Polatlı Anadolu Lisesi"",""distance_m"":156},{""name"":""Şok - Polatlı Ziya Gökalp Mağazası"",""distance_m"":130},{""name"":""Bim - Fatih Polatlı"",""distance_m"":164}],""Marketler"":[{""name"":""53031 Nolu Otobüs Durağı"",""distance_m"":107},{""name"":""Otobüs Durağı"",""distance_m"":119},{""name"":""Otobüs Durağı"",""distance_m"":175},{""name"":""Polatlı Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":133},{""name"":""Polatlı Şehit Abdullah Erkmen İlkokulu"",""distance_m"":143},{""name"":""Polatlı Anadolu Lisesi"",""distance_m"":156},{""name"":""Şok - Polatlı Ziya Gökalp Mağazası"",""distance_m"":130},{""name"":""Bim - Fatih Polatlı"",""distance_m"":164}]}",Alaturka Tuvalet|Seramik Zemin|Çelik Kapı|Vestiyer|Kartonpiyer|Isı Yalıtımı|Isıcam|Dolmuş,8.0,35.0,11.142 - Normal,%28 İlkokul,33,%48 Evli,C,49.201 TL,49201.0
,125 m²,Polatlı,,Genel Fiyat,Satılık,3,Daire,Kat Mülkiyeti,Konut,polatli,Yok,https://www.emlakjet.com/ilan/istiklalde-31-full-yapili-daire-18826458,2,ankara_20-25_ilce_12sayfa.csv,18826458.0,Kombi Doğalgaz,İstiklalde 3+1 Full Yapılı Daire,Boş,6.0,2.990.000 TL,14 Nisan 2026,3+1,Hayır,Düz Giriş (Zemin),OK,Ankara - Polatlı - İstiklal Mahallesi,Krediye Uygun,140 m²,Ankara,Polatlı,İstiklal Mahallesi,1100.0,1100.0,1100.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":1200},{""name"":""İnönü Ortaokulu"",""distance_m"":1700},{""name"":""İnönü İlkokulu"",""distance_m"":1700},{""name"":""Bim - Mehmet Emin Yurdakul Şube"",""distance_m"":1100},{""name"":""Seç Market"",""distance_m"":1200},{""name"":""Tarım Kredi Kooperatif Market - İstiklal Şubesi"",""distance_m"":1300}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":1200},{""name"":""İnönü Ortaokulu"",""distance_m"":1700},{""name"":""İnönü İlkokulu"",""distance_m"":1700},{""name"":""Bim - Mehmet Emin Yurdakul Şube"",""distance_m"":1100},{""name"":""Seç Market"",""distance_m"":1200},{""name"":""Tarım Kredi Kooperatif Market - İstiklal Şubesi"",""distance_m"":1300}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":1200},{""name"":""İnönü Ortaokulu"",""distance_m"":1700},{""name"":""İnönü İlkokulu"",""distance_m"":1700},{""name"":""Bim - Mehmet Emin Yurdakul Şube"",""distance_m"":1100},{""name"":""Seç Market"",""distance_m"":1200},{""name"":""Tarım Kredi Kooperatif Market - İstiklal Şubesi"",""distance_m"":1300}]}",,,30.0,6.750 - Az yoğun,%25 Üniversite ve Üstü,29,%50 Evli,C,,
,139 m²,Polatlı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat Mülkiyeti,Konut,polatli,Yok,https://www.emlakjet.com/ilan/sentepe-mahallesi-sag-ve-sol-tarafta-satilik-temelden-daireler-18825859,Yok,ankara_20-25_ilce_12sayfa.csv,18825859.0,Kombi Doğalgaz,Şentepe Mahallesi Sağ Ve Sol Tarafta Satılık Temelden Daireler,Boş,6.0,3.000.000 TL,14 Nisan 2026,3+1,Hayır,2.Kat,OK,Ankara - Polatlı - Şentepe Mahallesi,Krediye Uygun,140 m²,Ankara,Polatlı,Şentepe Mahallesi,19.0,19.0,19.0,"{""Ulaşım"":[{""name"":""Dolmuş Durağı"",""distance_m"":116},{""name"":""Otobüs Durağı"",""distance_m"":128},{""name"":""Otobüs Durağı"",""distance_m"":171},{""name"":""Polatlı Gevher Nesibe Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":117},{""name"":""Şehit Mehmet Günenç Anaokulu"",""distance_m"":168},{""name"":""Ruhiye - İrfan Yurtseven İlkokulu"",""distance_m"":207},{""name"":""Seç Market"",""distance_m"":19},{""name"":""A - 101"",""distance_m"":220}],""Eğitim Kurumları"":[{""name"":""Dolmuş Durağı"",""distance_m"":116},{""name"":""Otobüs Durağı"",""distance_m"":128},{""name"":""Otobüs Durağı"",""distance_m"":171},{""name"":""Polatlı Gevher Nesibe Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":117},{""name"":""Şehit Mehmet Günenç Anaokulu"",""distance_m"":168},{""name"":""Ruhiye - İrfan Yurtseven İlkokulu"",""distance_m"":207},{""name"":""Seç Market"",""distance_m"":19},{""name"":""A - 101"",""distance_m"":220}],""Marketler"":[{""name"":""Dolmuş Durağı"",""distance_m"":116},{""name"":""Otobüs Durağı"",""distance_m"":128},{""name"":""Otobüs Durağı"",""distance_m"":171},{""name"":""Polatlı Gevher Nesibe Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":117},{""name"":""Şehit Mehmet Günenç Anaokulu"",""distance_m"":168},{""name"":""Ruhiye - İrfan Yurtseven İlkokulu"",""distance_m"":207},{""name"":""Seç Market"",""distance_m"":19},{""name"":""A - 101"",""distance_m"":220}]}",,,28.0,17.420 - Normal,%27 İlkokul,32,%49 Evli,C,46.763 TL,46763.0
,170 m²,Polatlı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat Mülkiyeti,Konut,polatli,Yok,https://www.emlakjet.com/ilan/tuna-gayrimenkul-sehitlik-41-iskanli-satilik-18824138,2,ankara_20-25_ilce_12sayfa.csv,18824138.0,Kombi Doğalgaz,Tuna Gayrimenkul // Şehitlik // 4+1 // İskanlı // Satılık,Boş,12.0,Anasayfa>Satılık Daire>Ankara Satılık Daire>Polatlı Satılık Daire>Şehitlik Mahallesi Satılık Daire>TUNA GAYRİMENKUL // ŞEHİTLİK // 4+1 // İSKANLI // SATILIK,13 Nisan 2026,4+1,Hayır,12.Kat,OK,Ankara - Polatlı - Şehitlik Mahallesi,Krediye Uygun,200 m²,Ankara,Polatlı,Şehitlik Mahallesi,148.0,148.0,148.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":148},{""name"":""Otobüs Durağı"",""distance_m"":190},{""name"":""Otobüs Durağı"",""distance_m"":195},{""name"":""Özel Işın Yaman Anadolu Lisesi"",""distance_m"":631},{""name"":""Polatlı İmam Hatip Ortaokulu"",""distance_m"":652},{""name"":""Özel Polatlı Işın Yaman Ortaokulu"",""distance_m"":685},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":717},{""name"":""Erkmenler Gross"",""distance_m"":871}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":148},{""name"":""Otobüs Durağı"",""distance_m"":190},{""name"":""Otobüs Durağı"",""distance_m"":195},{""name"":""Özel Işın Yaman Anadolu Lisesi"",""distance_m"":631},{""name"":""Polatlı İmam Hatip Ortaokulu"",""distance_m"":652},{""name"":""Özel Polatlı Işın Yaman Ortaokulu"",""distance_m"":685},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":717},{""name"":""Erkmenler Gross"",""distance_m"":871}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":148},{""name"":""Otobüs Durağı"",""distance_m"":190},{""name"":""Otobüs Durağı"",""distance_m"":195},{""name"":""Özel Işın Yaman Anadolu Lisesi"",""distance_m"":631},{""name"":""Polatlı İmam Hatip Ortaokulu"",""distance_m"":652},{""name"":""Özel Polatlı Işın Yaman Ortaokulu"",""distance_m"":685},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":717},{""name"":""Erkmenler Gross"",""distance_m"":871}]}",Kablo TV - Uydu|Isı Yalıtımı|Kamera Sistemi|Yangın Merdiveni|Asansör|Su Deposu|Ses Yalıtımı|Güney Cepheli|Çocuk Parkı|Şehir Manzaralı|Yeşil Alan Manzaralı|Caddeye Yakın|Semt Pazarına Yakın|Anayol|Okula Yakın|Camiye Yakın|Dolmuş,17.0,19.0,26.751 - Çok yoğun,%24 Üniversite ve Üstü,33,%50 Evli,C,,
,90 m²,Polatlı,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat İrtifakı,Konut,polatli,Var,https://www.emlakjet.com/ilan/sehitlik-site-icersinde-kapali-otoparkli-21-satilik-daire-18823140,1,ankara_20-25_ilce_12sayfa.csv,18823140.0,Yerden Isıtma,Şehitlik Site İçersinde Kapalı Otoparklı 2+1 Satılık Daire,Boş,4.0,Anasayfa>Satılık Daire>Ankara Satılık Daire>Polatlı Satılık Daire>Şehitlik Mahallesi Satılık Daire>ŞEHİTLİK SİTE İÇERSİNDE KAPALI OTOPARKLI 2+1 SATILIK DAİRE,09 Şubat 2026,2+1,Hayır,3.Kat,OK,Ankara - Polatlı - Şehitlik Mahallesi,Krediye Uygun,100 m²,Ankara,Polatlı,Şehitlik Mahallesi,35.0,35.0,35.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":140},{""name"":""Minibüs Durağı"",""distance_m"":225},{""name"":""Otobüs Durağı"",""distance_m"":300},{""name"":""Özel Polatlı Yumurcak Anaokulu"",""distance_m"":222},{""name"":""Yıldız Kreş Ve Gündüz Bakımevi"",""distance_m"":239},{""name"":""Özel Polatlı Mavi Kuş Anaokulu"",""distance_m"":257},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":35},{""name"":""Migros - Polatlı Ankara Şubesi"",""distance_m"":264}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":140},{""name"":""Minibüs Durağı"",""distance_m"":225},{""name"":""Otobüs Durağı"",""distance_m"":300},{""name"":""Özel Polatlı Yumurcak Anaokulu"",""distance_m"":222},{""name"":""Yıldız Kreş Ve Gündüz Bakımevi"",""distance_m"":239},{""name"":""Özel Polatlı Mavi Kuş Anaokulu"",""distance_m"":257},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":35},{""name"":""Migros - Polatlı Ankara Şubesi"",""distance_m"":264}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":140},{""name"":""Minibüs Durağı"",""distance_m"":225},{""name"":""Otobüs Durağı"",""distance_m"":300},{""name"":""Özel Polatlı Yumurcak Anaokulu"",""distance_m"":222},{""name"":""Yıldız Kreş Ve Gündüz Bakımevi"",""distance_m"":239},{""name"":""Özel Polatlı Mavi Kuş Anaokulu"",""distance_m"":257},{""name"":""Bim - Karacabey / Polatlı Şubesi"",""distance_m"":35},{""name"":""Migros - Polatlı Ankara Şubesi"",""distance_m"":264}]}",ADSL|Wi-Fi|Hilton Banyo|Duşakabinli|Alaturka Tuvalet|Çelik Kapı|Duvar Kağıdı|Spot Işık|Ahşap Doğrama|Isı Yalıtımı|Apartman Görevlisi|Isıcam|Yangın Alarmı|Yangın Merdiveni|Asansör|Su Deposu|Ses Yalıtımı|Doğu Cepheli|Batı Cepheli|Güney Cepheli|Şehir Manzaralı|Yeşil Alan Manzaralı|Caddeye Yakın|Okula Yakın|Dolmuş,25.0,19.0,26.751 - Çok yoğun,%24 Üniversite ve Üstü,33,%50 Evli,C,,
,125 m²,Polatlı,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat Mülkiyeti,Konut,polatli,Var,https://www.emlakjet.com/ilan/an-ka-dan-sehitlikte-site-ici-satilik-daire-18821276,1,ankara_20-25_ilce_12sayfa.csv,18821276.0,Kombi Doğalgaz,An-ka'dan Şehitlikte Site İçi Satılık Daire,Mülk Sahibi Oturuyor,3.0,Anasayfa>Satılık Daire>Ankara Satılık Daire>Polatlı Satılık Daire>Şehitlik Mahallesi Satılık Daire>AN-KA'DAN ŞEHİTLİKTE SİTE İÇİ SATILIK DAİRE,13 Nisan 2026,3+1,Hayır,3.Kat,OK,Ankara - Polatlı - Şehitlik Mahallesi,Krediye Uygun,135 m²,Ankara,Polatlı,Şehitlik Mahallesi,40.0,40.0,40.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":40},{""name"":""Otobüs Durağı"",""distance_m"":164},{""name"":""Minibüs Durağı"",""distance_m"":192},{""name"":""Özel Polatlı Mavi Kuş Anaokulu"",""distance_m"":222},{""name"":""Sevim Aras İlkokulu"",""distance_m"":242},{""name"":""Sevim Aras Anaokulu"",""distance_m"":243},{""name"":""Migros - Polatlı Ankara Şubesi"",""distance_m"":45},{""name"":""A - 101"",""distance_m"":211}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":40},{""name"":""Otobüs Durağı"",""distance_m"":164},{""name"":""Minibüs Durağı"",""distance_m"":192},{""name"":""Özel Polatlı Mavi Kuş Anaokulu"",""distance_m"":222},{""name"":""Sevim Aras İlkokulu"",""distance_m"":242},{""name"":""Sevim Aras Anaokulu"",""distance_m"":243},{""name"":""Migros - Polatlı Ankara Şubesi"",""distance_m"":45},{""name"":""A - 101"",""distance_m"":211}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":40},{""name"":""Otobüs Durağı"",""distance_m"":164},{""name"":""Minibüs Durağı"",""distance_m"":192},{""name"":""Özel Polatlı Mavi Kuş Anaokulu"",""distance_m"":222},{""name"":""Sevim Aras İlkokulu"",""distance_m"":242},{""name"":""Sevim Aras Anaokulu"",""distance_m"":243},{""name"":""Migros - Polatlı Ankara Şubesi"",""distance_m"":45},{""name"":""A - 101"",""distance_m"":211}]}",Kuzey Cepheli|Doğu Cepheli|Batı Cepheli,3.0,19.0,26.751 - Çok yoğun,%24 Üniversite ve Üstü,33,%50 Evli,C,,
,115 m²,Polatlı,,Genel Fiyat,Satılık,5-10,Daire,Kat Mülkiyeti,Konut,polatli,Var,https://www.emlakjet.com/ilan/an-ka-dan-carsi-merkezde-ara-kat-satilik-daire-18820352,1,ankara_20-25_ilce_12sayfa.csv,18820352.0,Kombi Doğalgaz,An-ka'dan Çarşı Merkezde Ara Kat Satılık Daire,Boş,4.0,1.720.000 TL,13 Nisan 2026,3+1,Hayır,2.Kat,OK,Ankara - Polatlı - Cumhuriyet Mahallesi,Krediye Uygun,125 m²,Ankara,Polatlı,Cumhuriyet Mahallesi,66.0,66.0,66.0,"{""Ulaşım"":[{""name"":""53027 Nolu Otobüs Durağı"",""distance_m"":129},{""name"":""Hal Taksi Durağı"",""distance_m"":132},{""name"":""Otobüs Durağı"",""distance_m"":210},{""name"":""İstiklal Ortaokulu"",""distance_m"":331},{""name"":""Duatepe Anadolu Lisesi"",""distance_m"":393},{""name"":""Atatürk İlkokulu"",""distance_m"":417},{""name"":""Tarım Kredi Kooperatif Market"",""distance_m"":66},{""name"":""Bim - Yeni Topçu Şubesi"",""distance_m"":88}],""Eğitim Kurumları"":[{""name"":""53027 Nolu Otobüs Durağı"",""distance_m"":129},{""name"":""Hal Taksi Durağı"",""distance_m"":132},{""name"":""Otobüs Durağı"",""distance_m"":210},{""name"":""İstiklal Ortaokulu"",""distance_m"":331},{""name"":""Duatepe Anadolu Lisesi"",""distance_m"":393},{""name"":""Atatürk İlkokulu"",""distance_m"":417},{""name"":""Tarım Kredi Kooperatif Market"",""distance_m"":66},{""name"":""Bim - Yeni Topçu Şubesi"",""distance_m"":88}],""Marketler"":[{""name"":""53027 Nolu Otobüs Durağı"",""distance_m"":129},{""name"":""Hal Taksi Durağı"",""distance_m"":132},{""name"":""Otobüs Durağı"",""distance_m"":210},{""name"":""İstiklal Ortaokulu"",""distance_m"":331},{""name"":""Duatepe Anadolu Lisesi"",""distance_m"":393},{""name"":""Atatürk İlkokulu"",""distance_m"":417},{""name"":""Tarım Kredi Kooperatif Market"",""distance_m"":66},{""name"":""Bim - Yeni Topçu Şubesi"",""distance_m"":88}]}",Doğu Cepheli|Güney Cepheli,2.0,8.0,9.652 - Normal,%32 İlkokul,37,%44 Evli,C,42.033 TL,42033.0
,100 m²,Polatlı,,Genel Fiyat,Satılık,21 Ve Üzeri,Daire,Kat Mülkiyeti,Konut,polatli,Yok,https://www.emlakjet.com/ilan/dialog-piramit-gayrimenkulden-polatlida-genis-31-daire-18815351,2,ankara_20-25_ilce_12sayfa.csv,18815351.0,Kombi Doğalgaz,Dialog Piramit Gayrimenkulden Polatlıda Geniş 3+1 Daire,Boş,4.0,Anasayfa>Satılık Daire>Ankara Satılık Daire>Polatlı Satılık Daire>Zafer Mahallesi Satılık Daire>DİALOG PİRAMİT GAYRİMENKULDEN POLATLIDA GENİŞ 3+1 DAİRE,12 Nisan 2026,3+1,Hayır,4.Kat,OK,Ankara - Polatlı - Zafer Mahallesi,Krediye Uygun Değil,120 m²,Ankara,Polatlı,Zafer Mahallesi,26.0,26.0,26.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":26},{""name"":""56893 Nolu Otobüs Durağı"",""distance_m"":124},{""name"":""Otobüs Durağı"",""distance_m"":150},{""name"":""Peyami Safa Anadolu Lisesi"",""distance_m"":432},{""name"":""Şehit Cüneyt Sertel Anaokulu"",""distance_m"":456},{""name"":""İnkılap Anaokulu"",""distance_m"":460},{""name"":""Bim - Çiftçiler Şube"",""distance_m"":28},{""name"":""A - 101"",""distance_m"":172}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":26},{""name"":""56893 Nolu Otobüs Durağı"",""distance_m"":124},{""name"":""Otobüs Durağı"",""distance_m"":150},{""name"":""Peyami Safa Anadolu Lisesi"",""distance_m"":432},{""name"":""Şehit Cüneyt Sertel Anaokulu"",""distance_m"":456},{""name"":""İnkılap Anaokulu"",""distance_m"":460},{""name"":""Bim - Çiftçiler Şube"",""distance_m"":28},{""name"":""A - 101"",""distance_m"":172}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":26},{""name"":""56893 Nolu Otobüs Durağı"",""distance_m"":124},{""name"":""Otobüs Durağı"",""distance_m"":150},{""name"":""Peyami Safa Anadolu Lisesi"",""distance_m"":432},{""name"":""Şehit Cüneyt Sertel Anaokulu"",""distance_m"":456},{""name"":""İnkılap Anaokulu"",""distance_m"":460},{""name"":""Bim - Çiftçiler Şube"",""distance_m"":28},{""name"":""A - 101"",""distance_m"":172}]}",Alaturka Tuvalet|Alışveriş Merkezi,2.0,20.0,10.201 - Normal,%32 İlkokul,34,%47 Evli,C,36.482 TL,36482.0
